,Version,Test,Dataset,Variable,Response Time (s)
42,3.12.0,subset,riops_fc_3dps,votemper,2.3944
0,3.12.0,profile,giops_day,votemper,1.5693
1,3.12.0,profile,giops_day,vosaline,1.5826
2,3.12.0,profile,giops_day,sspeed,1.6684
3,3.12.0,profile,giops_day,magwatervel,1.9933
4,3.12.0,profile,riops_fc_3dps,votemper,2.3618
5,3.12.0,profile,riops_fc_3dps,vosaline,2.4354
6,3.12.0,profile,riops_fc_3dps,sspeed,3.1389
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.4826
8,3.12.0,virtual mooring,giops_day,votemper,1.6609
9,3.12.0,virtual mooring,giops_day,vosaline,1.8166
10,3.12.0,virtual mooring,giops_day,sspeed,2.631
11,3.12.0,virtual mooring,giops_day,magwatervel,3.2714
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.55
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.4491
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,8.16
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,9.9015
16,3.12.0,transect,giops_day,votemper,8.9468
17,3.12.0,transect,giops_day,vosaline,8.4387
18,3.12.0,transect,giops_day,sspeed,8.8639
19,3.12.0,transect,giops_day,magwatervel,8.8155
20,3.12.0,transect,riops_fc_3dps,votemper,10.4068
21,3.12.0,transect,riops_fc_3dps,vosaline,10.0697
22,3.12.0,transect,riops_fc_3dps,sspeed,11.4138
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.7361
24,3.12.0,hovmoller,giops_day,votemper,6.9865
25,3.12.0,hovmoller,giops_day,vosaline,6.6471
26,3.12.0,hovmoller,giops_day,sspeed,7.9784
27,3.12.0,hovmoller,giops_day,magwatervel,7.6429
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.1156
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.3238
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.9805
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,15.9693
32,3.12.0,area,giops_day,votemper,4.7441
33,3.12.0,area,giops_day,vosaline,4.8007
34,3.12.0,area,giops_day,sspeed,4.7153
35,3.12.0,area,giops_day,magwatervel,4.5719
37,3.12.0,area,riops_fc_3dps,votemper,8.4006
38,3.12.0,area,riops_fc_3dps,vosaline,8.498
39,3.12.0,area,riops_fc_3dps,sspeed,9.0921
40,3.12.0,area,riops_fc_3dps,magwatervel,8.5423
41,3.12.0,subset,giops_day,votemper,0.7163
42,3.12.0,subset,riops_fc_3dps,votemper,1.983
0,3.12.0,profile,giops_day,votemper,1.6059
1,3.12.0,profile,giops_day,vosaline,1.5059
2,3.12.0,profile,giops_day,sspeed,2.1304
3,3.12.0,profile,giops_day,magwatervel,1.9505
4,3.12.0,profile,riops_fc_3dps,votemper,2.4385
5,3.12.0,profile,riops_fc_3dps,vosaline,2.388
6,3.12.0,profile,riops_fc_3dps,sspeed,2.951
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.3309
8,3.12.0,virtual mooring,giops_day,votemper,1.7066
9,3.12.0,virtual mooring,giops_day,vosaline,1.6786
10,3.12.0,virtual mooring,giops_day,sspeed,2.2111
11,3.12.0,virtual mooring,giops_day,magwatervel,3.0634
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.2666
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,5.1644
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,8.2584
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.7948
16,3.12.0,transect,giops_day,votemper,8.5513
17,3.12.0,transect,giops_day,vosaline,8.8438
18,3.12.0,transect,giops_day,sspeed,8.6161
19,3.12.0,transect,giops_day,magwatervel,8.4451
20,3.12.0,transect,riops_fc_3dps,votemper,10.1625
21,3.12.0,transect,riops_fc_3dps,vosaline,9.7914
22,3.12.0,transect,riops_fc_3dps,sspeed,11.427
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.5725
24,3.12.0,hovmoller,giops_day,votemper,6.5406
25,3.12.0,hovmoller,giops_day,vosaline,6.8092
26,3.12.0,hovmoller,giops_day,sspeed,7.675
27,3.12.0,hovmoller,giops_day,magwatervel,8.2467
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.6132
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.1362
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.8078
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,15.3501
32,3.12.0,area,giops_day,votemper,4.6138
33,3.12.0,area,giops_day,vosaline,4.583
34,3.12.0,area,giops_day,sspeed,4.6614
35,3.12.0,area,giops_day,magwatervel,4.8801
37,3.12.0,area,riops_fc_3dps,votemper,8.4093
38,3.12.0,area,riops_fc_3dps,vosaline,8.3139
39,3.12.0,area,riops_fc_3dps,sspeed,8.8015
40,3.12.0,area,riops_fc_3dps,magwatervel,7.9063
41,3.12.0,subset,giops_day,votemper,0.6871
42,3.12.0,subset,riops_fc_3dps,votemper,1.8736
0,3.12.0,profile,giops_day,votemper,2.1442
1,3.12.0,profile,giops_day,vosaline,1.6037
2,3.12.0,profile,giops_day,sspeed,1.7033
3,3.12.0,profile,giops_day,magwatervel,2.2037
4,3.12.0,profile,riops_fc_3dps,votemper,2.5144
5,3.12.0,profile,riops_fc_3dps,vosaline,2.5911
6,3.12.0,profile,riops_fc_3dps,sspeed,3.2048
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.4762
8,3.12.0,virtual mooring,giops_day,votemper,1.6965
9,3.12.0,virtual mooring,giops_day,vosaline,1.7489
10,3.12.0,virtual mooring,giops_day,sspeed,2.2465
11,3.12.0,virtual mooring,giops_day,magwatervel,3.1439
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.4449
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.3408
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,8.869
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.92
16,3.12.0,transect,giops_day,votemper,8.8046
17,3.12.0,transect,giops_day,vosaline,8.63
18,3.12.0,transect,giops_day,sspeed,9.0223
19,3.12.0,transect,giops_day,magwatervel,9.3289
20,3.12.0,transect,riops_fc_3dps,votemper,9.9772
21,3.12.0,transect,riops_fc_3dps,vosaline,10.3616
22,3.12.0,transect,riops_fc_3dps,sspeed,11.3095
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.6085
24,3.12.0,hovmoller,giops_day,votemper,6.812
25,3.12.0,hovmoller,giops_day,vosaline,6.5669
26,3.12.0,hovmoller,giops_day,sspeed,6.9729
27,3.12.0,hovmoller,giops_day,magwatervel,7.9812
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.4582
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,9.8937
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.812
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.3972
32,3.12.0,area,giops_day,votemper,4.5636
33,3.12.0,area,giops_day,vosaline,4.3996
34,3.12.0,area,giops_day,sspeed,4.9177
35,3.12.0,area,giops_day,magwatervel,4.5899
37,3.12.0,area,riops_fc_3dps,votemper,8.4021
38,3.12.0,area,riops_fc_3dps,vosaline,8.2353
39,3.12.0,area,riops_fc_3dps,sspeed,8.6689
40,3.12.0,area,riops_fc_3dps,magwatervel,8.1113
41,3.12.0,subset,giops_day,votemper,0.7558
42,3.12.0,subset,riops_fc_3dps,votemper,2.0141
0,3.12.0,profile,giops_day,votemper,1.6437
1,3.12.0,profile,giops_day,vosaline,1.5345
2,3.12.0,profile,giops_day,sspeed,1.7177
3,3.12.0,profile,giops_day,magwatervel,1.9325
4,3.12.0,profile,riops_fc_3dps,votemper,2.4124
5,3.12.0,profile,riops_fc_3dps,vosaline,2.5287
6,3.12.0,profile,riops_fc_3dps,sspeed,3.0854
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.3754
8,3.12.0,virtual mooring,giops_day,votemper,1.7036
9,3.12.0,virtual mooring,giops_day,vosaline,2.2322
10,3.12.0,virtual mooring,giops_day,sspeed,2.2787
11,3.12.0,virtual mooring,giops_day,magwatervel,3.3014
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.9614
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.4634
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.9666
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.5604
16,3.12.0,transect,giops_day,votemper,8.964
17,3.12.0,transect,giops_day,vosaline,8.4472
18,3.12.0,transect,giops_day,sspeed,8.9408
19,3.12.0,transect,giops_day,magwatervel,8.9392
20,3.12.0,transect,riops_fc_3dps,votemper,10.1598
21,3.12.0,transect,riops_fc_3dps,vosaline,9.8259
22,3.12.0,transect,riops_fc_3dps,sspeed,11.0283
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.4997
24,3.12.0,hovmoller,giops_day,votemper,6.5135
25,3.12.0,hovmoller,giops_day,vosaline,6.4368
26,3.12.0,hovmoller,giops_day,sspeed,7.4027
27,3.12.0,hovmoller,giops_day,magwatervel,7.9237
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.4215
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,9.6319
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.8208
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.0611
32,3.12.0,area,giops_day,votemper,5.1748
33,3.12.0,area,giops_day,vosaline,4.7521
34,3.12.0,area,giops_day,sspeed,4.8362
35,3.12.0,area,giops_day,magwatervel,4.4882
37,3.12.0,area,riops_fc_3dps,votemper,8.6007
38,3.12.0,area,riops_fc_3dps,vosaline,8.4959
39,3.12.0,area,riops_fc_3dps,sspeed,9.2131
40,3.12.0,area,riops_fc_3dps,magwatervel,8.2026
41,3.12.0,subset,giops_day,votemper,0.7313
42,3.12.0,subset,riops_fc_3dps,votemper,2.1015
0,3.12.0,profile,giops_day,votemper,1.6364
1,3.12.0,profile,giops_day,vosaline,1.592
2,3.12.0,profile,giops_day,sspeed,1.7696
3,3.12.0,profile,giops_day,magwatervel,1.9763
4,3.12.0,profile,riops_fc_3dps,votemper,2.5346
5,3.12.0,profile,riops_fc_3dps,vosaline,2.5124
6,3.12.0,profile,riops_fc_3dps,sspeed,3.3352
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.4576
8,3.12.0,virtual mooring,giops_day,votemper,1.6536
9,3.12.0,virtual mooring,giops_day,vosaline,1.7837
10,3.12.0,virtual mooring,giops_day,sspeed,2.3519
11,3.12.0,virtual mooring,giops_day,magwatervel,3.1736
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.5393
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.1975
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.4714
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.2177
16,3.12.0,transect,giops_day,votemper,8.8351
17,3.12.0,transect,giops_day,vosaline,8.3403
18,3.12.0,transect,giops_day,sspeed,8.8585
19,3.12.0,transect,giops_day,magwatervel,8.6188
20,3.12.0,transect,riops_fc_3dps,votemper,9.9032
21,3.12.0,transect,riops_fc_3dps,vosaline,9.924
22,3.12.0,transect,riops_fc_3dps,sspeed,11.2335
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.7023
24,3.12.0,hovmoller,giops_day,votemper,6.8152
25,3.12.0,hovmoller,giops_day,vosaline,6.5688
26,3.12.0,hovmoller,giops_day,sspeed,7.2284
27,3.12.0,hovmoller,giops_day,magwatervel,7.7087
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.0691
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.3434
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,15.2494
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.0286
32,3.12.0,area,giops_day,votemper,4.6827
33,3.12.0,area,giops_day,vosaline,4.541
34,3.12.0,area,giops_day,sspeed,4.6693
35,3.12.0,area,giops_day,magwatervel,4.5288
37,3.12.0,area,riops_fc_3dps,votemper,8.4692
38,3.12.0,area,riops_fc_3dps,vosaline,8.0928
39,3.12.0,area,riops_fc_3dps,sspeed,9.1233
40,3.12.0,area,riops_fc_3dps,magwatervel,8.6991
41,3.12.0,subset,giops_day,votemper,0.7756
42,3.12.0,subset,riops_fc_3dps,votemper,1.8455
0,3.12.0,profile,giops_day,votemper,1.6363
1,3.12.0,profile,giops_day,vosaline,1.636
2,3.12.0,profile,giops_day,sspeed,1.9151
3,3.12.0,profile,giops_day,magwatervel,2.0426
4,3.12.0,profile,riops_fc_3dps,votemper,2.4189
5,3.12.0,profile,riops_fc_3dps,vosaline,2.3804
6,3.12.0,profile,riops_fc_3dps,sspeed,3.1861
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.63
8,3.12.0,virtual mooring,giops_day,votemper,1.7
9,3.12.0,virtual mooring,giops_day,vosaline,1.7429
10,3.12.0,virtual mooring,giops_day,sspeed,2.3007
11,3.12.0,virtual mooring,giops_day,magwatervel,3.2989
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.5866
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.7862
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.7239
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,11.413
16,3.12.0,transect,giops_day,votemper,8.9959
17,3.12.0,transect,giops_day,vosaline,8.6048
18,3.12.0,transect,giops_day,sspeed,8.7905
19,3.12.0,transect,giops_day,magwatervel,9.0595
20,3.12.0,transect,riops_fc_3dps,votemper,10.1872
21,3.12.0,transect,riops_fc_3dps,vosaline,10.1409
22,3.12.0,transect,riops_fc_3dps,sspeed,12.1157
23,3.12.0,transect,riops_fc_3dps,magwatervel,12.7129
24,3.12.0,hovmoller,giops_day,votemper,6.5732
25,3.12.0,hovmoller,giops_day,vosaline,7.2013
26,3.12.0,hovmoller,giops_day,sspeed,7.9262
27,3.12.0,hovmoller,giops_day,magwatervel,7.7265
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.5807
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.5398
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,14.2444
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,17.9712
32,3.12.0,area,giops_day,votemper,4.7156
33,3.12.0,area,giops_day,vosaline,4.8094
34,3.12.0,area,giops_day,sspeed,4.6081
35,3.12.0,area,giops_day,magwatervel,4.5315
37,3.12.0,area,riops_fc_3dps,votemper,8.7205
38,3.12.0,area,riops_fc_3dps,vosaline,8.7718
39,3.12.0,area,riops_fc_3dps,sspeed,9.6997
40,3.12.0,area,riops_fc_3dps,magwatervel,8.2568
41,3.12.0,subset,giops_day,votemper,0.8263
42,3.12.0,subset,riops_fc_3dps,votemper,2.0032
0,3.12.0,profile,giops_day,votemper,1.6083
1,3.12.0,profile,giops_day,vosaline,1.5159
2,3.12.0,profile,giops_day,sspeed,1.8153
3,3.12.0,profile,giops_day,magwatervel,1.9508
4,3.12.0,profile,riops_fc_3dps,votemper,2.3701
5,3.12.0,profile,riops_fc_3dps,vosaline,2.3376
6,3.12.0,profile,riops_fc_3dps,sspeed,3.0763
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.5138
8,3.12.0,virtual mooring,giops_day,votemper,1.6733
9,3.12.0,virtual mooring,giops_day,vosaline,1.6363
10,3.12.0,virtual mooring,giops_day,sspeed,2.2392
11,3.12.0,virtual mooring,giops_day,magwatervel,3.2422
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.5006
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.5303
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.6767
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,9.9948
16,3.12.0,transect,giops_day,votemper,9.3064
17,3.12.0,transect,giops_day,vosaline,8.4051
18,3.12.0,transect,giops_day,sspeed,8.5198
19,3.12.0,transect,giops_day,magwatervel,8.817
20,3.12.0,transect,riops_fc_3dps,votemper,10.0291
21,3.12.0,transect,riops_fc_3dps,vosaline,10.2949
22,3.12.0,transect,riops_fc_3dps,sspeed,11.7837
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.5062
24,3.12.0,hovmoller,giops_day,votemper,6.563
25,3.12.0,hovmoller,giops_day,vosaline,6.5352
26,3.12.0,hovmoller,giops_day,sspeed,7.3369
27,3.12.0,hovmoller,giops_day,magwatervel,7.511
28,3.12.0,hovmoller,riops_fc_3dps,votemper,9.9956
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.32
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.7654
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,15.5924
32,3.12.0,area,giops_day,votemper,4.6026
33,3.12.0,area,giops_day,vosaline,4.5033
34,3.12.0,area,giops_day,sspeed,4.5384
35,3.12.0,area,giops_day,magwatervel,4.4914
37,3.12.0,area,riops_fc_3dps,votemper,8.5106
38,3.12.0,area,riops_fc_3dps,vosaline,8.9013
39,3.12.0,area,riops_fc_3dps,sspeed,9.1833
40,3.12.0,area,riops_fc_3dps,magwatervel,8.313
41,3.12.0,subset,giops_day,votemper,0.8115
42,3.12.0,subset,riops_fc_3dps,votemper,1.9504
0,3.12.0,profile,giops_day,votemper,1.744
1,3.12.0,profile,giops_day,vosaline,1.5056
2,3.12.0,profile,giops_day,sspeed,1.7532
3,3.12.0,profile,giops_day,magwatervel,1.9914
4,3.12.0,profile,riops_fc_3dps,votemper,2.6471
5,3.12.0,profile,riops_fc_3dps,vosaline,2.4253
6,3.12.0,profile,riops_fc_3dps,sspeed,3.1048
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.4043
8,3.12.0,virtual mooring,giops_day,votemper,1.6978
9,3.12.0,virtual mooring,giops_day,vosaline,1.6016
10,3.12.0,virtual mooring,giops_day,sspeed,2.1879
11,3.12.0,virtual mooring,giops_day,magwatervel,3.2789
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.7669
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.761
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.6198
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.3617
16,3.12.0,transect,giops_day,votemper,9.4123
17,3.12.0,transect,giops_day,vosaline,8.363
18,3.12.0,transect,giops_day,sspeed,8.5473
19,3.12.0,transect,giops_day,magwatervel,8.5029
20,3.12.0,transect,riops_fc_3dps,votemper,9.9177
21,3.12.0,transect,riops_fc_3dps,vosaline,10.0308
22,3.12.0,transect,riops_fc_3dps,sspeed,11.4597
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.8319
24,3.12.0,hovmoller,giops_day,votemper,6.6175
25,3.12.0,hovmoller,giops_day,vosaline,6.4505
26,3.12.0,hovmoller,giops_day,sspeed,7.0031
27,3.12.0,hovmoller,giops_day,magwatervel,7.3892
28,3.12.0,hovmoller,riops_fc_3dps,votemper,9.7471
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.3141
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,14.0569
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,17.0114
32,3.12.0,area,giops_day,votemper,4.5977
33,3.12.0,area,giops_day,vosaline,4.4123
34,3.12.0,area,giops_day,sspeed,4.8494
35,3.12.0,area,giops_day,magwatervel,4.7769
37,3.12.0,area,riops_fc_3dps,votemper,8.4797
38,3.12.0,area,riops_fc_3dps,vosaline,8.4013
39,3.12.0,area,riops_fc_3dps,sspeed,8.8683
40,3.12.0,area,riops_fc_3dps,magwatervel,8.358
41,3.12.0,subset,giops_day,votemper,0.6854
42,3.12.0,subset,riops_fc_3dps,votemper,1.8322
0,3.12.0,profile,giops_day,votemper,1.603
1,3.12.0,profile,giops_day,vosaline,1.552
2,3.12.0,profile,giops_day,sspeed,1.9253
3,3.12.0,profile,giops_day,magwatervel,1.9091
4,3.12.0,profile,riops_fc_3dps,votemper,2.437
5,3.12.0,profile,riops_fc_3dps,vosaline,2.4241
6,3.12.0,profile,riops_fc_3dps,sspeed,3.1952
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.7399
8,3.12.0,virtual mooring,giops_day,votemper,1.8536
9,3.12.0,virtual mooring,giops_day,vosaline,1.7731
10,3.12.0,virtual mooring,giops_day,sspeed,2.3168
11,3.12.0,virtual mooring,giops_day,magwatervel,3.323
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.5339
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.4527
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.9827
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.6519
16,3.12.0,transect,giops_day,votemper,9.0325
17,3.12.0,transect,giops_day,vosaline,8.3975
18,3.12.0,transect,giops_day,sspeed,8.8133
19,3.12.0,transect,giops_day,magwatervel,8.9111
20,3.12.0,transect,riops_fc_3dps,votemper,9.9942
21,3.12.0,transect,riops_fc_3dps,vosaline,9.724
22,3.12.0,transect,riops_fc_3dps,sspeed,11.3389
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.7744
24,3.12.0,hovmoller,giops_day,votemper,6.8158
25,3.12.0,hovmoller,giops_day,vosaline,6.7466
26,3.12.0,hovmoller,giops_day,sspeed,7.2598
27,3.12.0,hovmoller,giops_day,magwatervel,7.505
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.3348
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.0057
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.9524
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,15.5255
32,3.12.0,area,giops_day,votemper,4.4878
33,3.12.0,area,giops_day,vosaline,4.7743
34,3.12.0,area,giops_day,sspeed,4.6293
35,3.12.0,area,giops_day,magwatervel,4.6008
37,3.12.0,area,riops_fc_3dps,votemper,8.3164
38,3.12.0,area,riops_fc_3dps,vosaline,8.1661
39,3.12.0,area,riops_fc_3dps,sspeed,8.7459
40,3.12.0,area,riops_fc_3dps,magwatervel,7.8574
41,3.12.0,subset,giops_day,votemper,0.7179
42,3.12.0,subset,riops_fc_3dps,votemper,1.8832
0,3.12.0,profile,giops_day,votemper,1.6504
1,3.12.0,profile,giops_day,vosaline,1.6235
2,3.12.0,profile,giops_day,sspeed,1.8359
3,3.12.0,profile,giops_day,magwatervel,1.9073
4,3.12.0,profile,riops_fc_3dps,votemper,2.3344
5,3.12.0,profile,riops_fc_3dps,vosaline,2.4383
6,3.12.0,profile,riops_fc_3dps,sspeed,3.1432
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.6051
8,3.12.0,virtual mooring,giops_day,votemper,1.6709
9,3.12.0,virtual mooring,giops_day,vosaline,1.6496
10,3.12.0,virtual mooring,giops_day,sspeed,2.3461
11,3.12.0,virtual mooring,giops_day,magwatervel,3.073
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.3582
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.8109
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,8.2729
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.6809
16,3.12.0,transect,giops_day,votemper,9.6113
17,3.12.0,transect,giops_day,vosaline,8.4784
18,3.12.0,transect,giops_day,sspeed,8.6625
19,3.12.0,transect,giops_day,magwatervel,8.8766
20,3.12.0,transect,riops_fc_3dps,votemper,9.7715
21,3.12.0,transect,riops_fc_3dps,vosaline,10.265
22,3.12.0,transect,riops_fc_3dps,sspeed,11.2593
23,3.12.0,transect,riops_fc_3dps,magwatervel,12.0533
24,3.12.0,hovmoller,giops_day,votemper,6.668
25,3.12.0,hovmoller,giops_day,vosaline,6.4566
26,3.12.0,hovmoller,giops_day,sspeed,7.4824
27,3.12.0,hovmoller,giops_day,magwatervel,7.6962
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.0474
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,9.8914
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,14.2819
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,15.7244
32,3.12.0,area,giops_day,votemper,4.8092
33,3.12.0,area,giops_day,vosaline,4.5091
34,3.12.0,area,giops_day,sspeed,4.5537
35,3.12.0,area,giops_day,magwatervel,4.5122
37,3.12.0,area,riops_fc_3dps,votemper,8.3077
38,3.12.0,area,riops_fc_3dps,vosaline,8.5377
39,3.12.0,area,riops_fc_3dps,sspeed,8.5564
40,3.12.0,area,riops_fc_3dps,magwatervel,7.9801
41,3.12.0,subset,giops_day,votemper,0.7036
42,3.12.0,subset,riops_fc_3dps,votemper,2.0098
0,3.12.0,profile,giops_day,votemper,1.6659
1,3.12.0,profile,giops_day,vosaline,1.6295
2,3.12.0,profile,giops_day,sspeed,1.7447
3,3.12.0,profile,giops_day,magwatervel,1.9158
4,3.12.0,profile,riops_fc_3dps,votemper,2.5659
5,3.12.0,profile,riops_fc_3dps,vosaline,2.3993
6,3.12.0,profile,riops_fc_3dps,sspeed,3.2573
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.4188
8,3.12.0,virtual mooring,giops_day,votemper,1.6793
9,3.12.0,virtual mooring,giops_day,vosaline,1.7807
10,3.12.0,virtual mooring,giops_day,sspeed,2.164
11,3.12.0,virtual mooring,giops_day,magwatervel,3.1634
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.9178
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.5243
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,8.4363
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,9.8675
16,3.12.0,transect,giops_day,votemper,8.7958
17,3.12.0,transect,giops_day,vosaline,8.5785
18,3.12.0,transect,giops_day,sspeed,8.4591
19,3.12.0,transect,giops_day,magwatervel,8.5543
20,3.12.0,transect,riops_fc_3dps,votemper,9.9879
21,3.12.0,transect,riops_fc_3dps,vosaline,9.6735
22,3.12.0,transect,riops_fc_3dps,sspeed,12.022
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.8813
24,3.12.0,hovmoller,giops_day,votemper,6.4719
25,3.12.0,hovmoller,giops_day,vosaline,6.6298
26,3.12.0,hovmoller,giops_day,sspeed,7.0333
27,3.12.0,hovmoller,giops_day,magwatervel,7.6179
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.22
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.0708
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,15.0623
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.5096
32,3.12.0,area,giops_day,votemper,4.6395
33,3.12.0,area,giops_day,vosaline,4.426
34,3.12.0,area,giops_day,sspeed,4.6498
35,3.12.0,area,giops_day,magwatervel,4.6736
37,3.12.0,area,riops_fc_3dps,votemper,8.2846
38,3.12.0,area,riops_fc_3dps,vosaline,8.2695
39,3.12.0,area,riops_fc_3dps,sspeed,9.132
40,3.12.0,area,riops_fc_3dps,magwatervel,8.0352
41,3.12.0,subset,giops_day,votemper,0.7508
42,3.12.0,subset,riops_fc_3dps,votemper,1.8766
0,3.12.0,profile,giops_day,votemper,1.5666
1,3.12.0,profile,giops_day,vosaline,1.6259
2,3.12.0,profile,giops_day,sspeed,1.7292
3,3.12.0,profile,giops_day,magwatervel,2.1412
4,3.12.0,profile,riops_fc_3dps,votemper,2.4945
5,3.12.0,profile,riops_fc_3dps,vosaline,2.3603
6,3.12.0,profile,riops_fc_3dps,sspeed,3.1753
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.7972
8,3.12.0,virtual mooring,giops_day,votemper,1.6283
9,3.12.0,virtual mooring,giops_day,vosaline,1.6557
10,3.12.0,virtual mooring,giops_day,sspeed,2.2225
